"Text","Difficulty","","","","","","","","","","","","","","","","","","","","",""
"Vous n’avez pas le droit d’oublier les serments que vous échangeâtes lors du baiser d’adieu dans le jardin
 où vous lui donnâtes cet anneau","C2","","","","","","","","","","","","","","","","","","","","",""
"Son oncle la toisait avec une expression de fureur contenue, et elle n’osait pas croiser son regard.","C2","","","","","","","","","","","","","","","","","","","","",""
"Je resterai, néanmoins, fidèle à ma règle habituelle, qui consiste à accorder la préférence aux affaires 
dont l’intérêt provient moins de la sauvagerie du crime que de l’ingéniosité et de l’imprévu de la solution.","C2","","","","","","","","","","","","","","","","","","","","",""
"Et c’est aux mains vives de la brise que vivent et brillent des aiguilles qui cousent la mer avec la haie.","C2","","","","","","","","","","","","","","","","","","","","",""
"Et c’est là, contre un mur aveugle, devant des enseignes de magasins rongées par la rouille, que je pris la décision 
extrême de ne plus jamais retourner à l’orphelinat.","C2","","","","","","","","","","","","","","","","","","","","",""
"Quand l’homme de condition moyenne devient un grand personnage, les flatteries commencent à se
 terner et les médisances à fleurir","C2","","","","","","","","","","","","","","","","","","","","",""
"Sa face plate, au nez camard, luisait comme si on l’eût frottée d’huile, et son dos rond, son encolure 
épaisse avec ce dandinement machinal, faisaient penser à quelque bête, à un ours difforme et monstrueux.","C2","","","","","","","","","","","","","","","","","","","","",""
"Un ouragan de fer s’abattit sur les Bleus, et couvrit la place de morts.","C2","","","","","","","","","","","","","","","","","","","","",""
"Sans plus d’hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, 
monotone, assoupissait en le berçant, le tumulte de son esprit.","C2","","","","","","","","","","","","","","","","","","","","",""
"Car si subite avait été sa pâmoison, qu’elle avait pris pour une vision l’entrée soudaine de Gérard.","C2","","","","","","","","","","","","","","","","","","","","",""
"Deux paysans en tête et deux en queue portaient comme une forme humaine, et le caqueux marchait 
derrière, et battait le fusil pour allumer sa pipe.","C2","","","","","","","","","","","","","","","","","","","","",""
"C’était une chétive créature, une masse de chair ridée, avec des paupières entre-closes, des traits informes 
et à peine ébauchés.","C2","","","","","","","","","","","","","","","","","","","","",""
"Puis, d’atroces élancements le dardèrent de ses blessures.","C2","","","","","","","","","","","","","","","","","","","","",""
"Tout à coup, son regard tomba parmi le fouillis des madriers, sur un étui de bois triangulaire et rouge.","C2","","","","","","","","","","","","","","","","","","","","",""
"Ils suivaient une sente creuse que dominait des deux côtés un talus de six pieds de haut.","C2","","","","","","","","","","","","","","","","","","","","",""
"Cette tranquillité ne l’effrayait pas moins que s’il eût trouvé le logis en rumeur","C2","","","","","","","","","","","","","","","","","","","","",""
"Sur une sorte de haquet, deux futailles de vin posaient, car c’était pour fêter la surprise d’un petit convoi 
républicain que Charette avait accordé cette débauche à son armée.","C2","","","","","","","","","","","","","","","","","","","","",""
"La gouvernante avait le nez bossué de verrues qui faisaient penser à des taupinières et les joues creuses, de 
larges sillons, comme les champs, après les labours d’octobre.","C2","","","","","","","","","","","","","","","","","","","","",""
"Une manière de sayon en peau de bique enveloppait son torse, et ses jambes étaient comme engaînées 
dans ces braies étroites","C2","","","","","","","","","","","","","","","","","","","","",""
"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent 
des espèces d’arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de 
sépulcre et ne laissent pénétrer qu’un filet de jour spectral, tombé du mince hublot de ciel que découpent 
les toits en surplomb.","C2","","","","","","","","","","","","","","","","","","","","",""
"Pourquoi ne redeviendrait-il pas la belle plante humaine, robuste et droite, qu’il était hier encore, avant que 
l’humidité des caves morlaisiennes n’eût aigri sa sève et noué ses rameaux ?","C2","","","","","","","","","","","","","","","","","","","","",""
"Car, si les émoluments fixes étaient insignifiants, il y avait le casuel, il y avait surtout les quêtes à domicile.","C2","","","","","","","","","","","","","","","","","","","","",""
"Les noeuds de ses reins et de son échine s’étaient relâchés.","C2","","","","","","","","","","","","","","","","","","","","",""
"Ils tintaient le glas, maintenant, un glas d’une tristesse inexprimable, lourd de larmes, tout gonflé de sanglots.","C2","","","","","","","","","","","","","","","","","","","","",""
"Puis, il y eut une pause lugubre, suivie d’un vaste soupir d’agonie où l’on eût dit que l’âme de la grosse cloche s’exhalait.","C2","","","","","","","","","","","","","","","","","","","","",""
"La burette d’encre et la plume dont le médecin se servait pour libeller ses ordonnances étaient sur la table.","C2","","","","","","","","","","","","","","","","","","","","",""
"Du fond de la ténèbre verte, toute criblée de gouttes de lumière, une petite forme humaine, pelotonnée 
dans son élan, déboula comme un lièvre.","C2","","","","","","","","","","","","","","","","","","","","",""
"On dirait d’une caravane immense, d’une espèce de fantasia nautique, somptueusement bariolée, évoluant, 
aux derniers feux du soleil, sur la tranquille splendeur des eaux.","C2","","","","","","","","","","","","","","","","","","","","",""
"Le commissaire était capable d’estimer que la chose ne méritait point qu’on le dérangeât","C2","","","","","","","","","","","","","","","","","","","","",""
"On les voit arriver de leur pas alenti, suçant de leurs lèvres crispées la courte pipe de terre brune, 
dont ils secouent la cendre sur leur pouce","C2","","","","","","","","","","","","","","","","","","","","",""
"Il arrivait pourtant qu’il cherchât à s’y dérober, non que notre hospitalité lui fût à charge, mais par 
discrétion, car c’était une âme fière et d’une susceptibilité un peu farouche.","C2","","","","","","","","","","","","","","","","","","","","",""
"On eût difficilement imaginé un plus baroque assemblage de vêtures surannées","C2","","","","","","","","","","","","","","","","","","","","",""
"Sur les flancs et les derrières de la noce, tout le village en rumeur bourdonnait comme un essaim","C2","","","","","","","","","","","","","","","","","","","","",""
"La vieille acquiesça de la tête, sous sa grand cornette à l’ancienne mode, dont les ailes recourbées
 l’enveloppaient quasi toute de leurs blanches mousselines empesées","C2","","","","","","","","","","","","","","","","","","","","",""
"Il fallait qu’il débitât les nouvelles apprises d’un terroir à l’autre","C2","","","","","","","","","","","","","","","","","","","","",""
"Vous eussiez dit deux éclairs bleuâtres, pareils aux épars, non suivis de tonnerre, qui labourent parfois les 
firmaments sans nuages des chaudes nuits d’été.","C2","","","","","","","","","","","","","","","","","","","","",""
"Le mot « robot » a été inventé par l’auteur tchèque Karel Capek de la pièce Rossum’s Universal Robots (R.U.R), 
jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines.
","C2","","","","","","","","","","","","","","","","","","","","",""
"En parallèle, les romans et les films de science-fiction ont présenté des robots, comme les « Transformers » 
par exemple, aux pouvoirs surhumains.","C2","","","","","","","","","","","","","","","","","","","","",""
"J’ai identifié trois peurs fondamentales du robot: la crainte instinctive du métal contre la chair, la crainte sociétale, 
presque désespérée du robot qui va voler le travail de l’homme, et, enfin, la crainte identitaire de voir le robot nous 
dépasser en capacités intellectuelles ou autres.","C2","","","","","","","","","","","","","","","","","","","","",""
"Les véhicules seront autonomes, plus besoin de chauffeurs, les opérations chirurgicales seront robotisées, les mines 
seront exploitées par des robots...","C2","","","","","","","","","","","","","","","","","","","","",""
"Il sera nécessaire de faire un effort de pédagogie pour faire adopter ces nouvelles technologies qui se banaliseront.","C2","","","","","","","","","","","","","","","","","","","","",""
"C’est pourquoi, il décida de remplacer les habi-tuelles portes automatiques par des portiers en superbe livrée, ce qui donna 
un caractère très luxueux à cet aéroport.","C2","","","","","","","","","","","","","","","","","","","","",""
"Un visage humain est projeté sur un masque de plastique et s’adapte à son interlocuteur (rire, larmes, dédain, gêne, neutre...)
","C2","","","","","","","","","","","","","","","","","","","","",""
"Étymologiquement, l'intelligence, c'est la capacité à faire des liens.","C2","","","","","","","","","","","","","","","","","","","","",""
"Le gouvernement veut lutter contre la fraude dans la rénovation énergétique, notamment en renforçant les contrôles et en
 s'attaquant aux «démarchages téléphoniques abusifs».","C2","","","","","","","","","","","","","","","","","","","","",""
